,sentence_id,tokens,labels,ner_tags
40698,40698,['10.90'],['O'],[0]
40699,40699,['SR'],['O'],[0]
40700,40700,['SR'],['O'],[0]
40701,40701,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40702,40702,['DISCOUNT'],['O'],[0]
40703,40703,['TOTAL'],['O'],[0]
40704,40704,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40705,40705,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40706,40706,['CASH'],['O'],[0]
40707,40707,['CHANGE'],['O'],[0]
40708,40708,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40709,40709,['16.50'],['B-total'],[7]
40710,40710,['0.00'],['O'],[0]
40711,40711,['16.50'],['O'],[0]
40712,40712,['0.00'],['O'],[0]
40713,40713,['16.50'],['O'],[0]
40714,40714,['50.00'],['O'],[0]
40715,40715,['33.50'],['O'],[0]
40716,40716,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40717,40717,['AMOUNT(RM)'],['O'],[0]
40718,40718,['TAX(RM)'],['O'],[0]
40719,40719,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40720,40720,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40721,40721,['15.57'],['O'],[0]
40722,40722,['0.93'],['O'],[0]
40723,40723,"['INV', 'NO:', 'CS-SA-0074397']","['O', 'O', 'O']","[0, 0, 0]"
40724,40724,"['DATE', ':', '28/03/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40725,40725,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40726,40726,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40727,40727,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40728,40728,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40729,40729,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40730,40730,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40731,40731,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40732,40732,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40733,40733,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40734,40734,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40735,40735,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40736,40736,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40737,40737,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40738,40738,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40739,40739,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40740,40740,"['1.', '7002-0014']","['O', 'O']","[0, 0]"
40741,40741,"['1', 'X', '35.0000']","['O', 'I-address', 'O']","[0, 4, 0]"
40742,40742,"['SONOFAX', '-', 'EC', 'THERMAL', 'ROLL']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40743,40743,"['(BLUE)', '-', '(57MMX60MMX12MM)']","['O', 'O', 'O']","[0, 0, 0]"
40744,40744,['(10ROLL/PKT)'],['O'],[0]
40745,40745,['35.00'],['B-total'],[7]
40746,40746,['SR'],['O'],[0]
40747,40747,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40748,40748,['DISCOUNT'],['O'],[0]
40749,40749,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40750,40750,['TOTAL'],['O'],[0]
40751,40751,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40752,40752,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40753,40753,['CASH'],['O'],[0]
40754,40754,['CHANGE'],['O'],[0]
40755,40755,['35.00'],['O'],[0]
40756,40756,['0.00'],['O'],[0]
40757,40757,['35.00'],['O'],[0]
40758,40758,['0.00'],['O'],[0]
40759,40759,['35.00'],['O'],[0]
40760,40760,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40761,40761,['50.00'],['O'],[0]
40762,40762,['15.00'],['O'],[0]
40763,40763,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40764,40764,['AMOUNT(RM)'],['O'],[0]
40765,40765,['TAX(RM)'],['O'],[0]
40766,40766,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40767,40767,['33.02'],['O'],[0]
40768,40768,['1.98'],['O'],[0]
40769,40769,"['INV', 'NO:', 'CS-SA-0097366']","['O', 'O', 'O']","[0, 0, 0]"
40770,40770,"['DATE', ':', '18/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40771,40771,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40772,40772,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40773,40773,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40774,40774,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40775,40775,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40776,40776,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40777,40777,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40778,40778,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40779,40779,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40780,40780,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40781,40781,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40782,40782,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40783,40783,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40784,40784,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40785,40785,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40786,40786,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40787,40787,"['1.', '2012-0029']","['O', 'O']","[0, 0]"
40788,40788,"['3', 'X', '2.9000']","['O', 'I-address', 'O']","[0, 4, 0]"
40789,40789,"['RESTAURANT', 'ORDER', 'CHIT', 'NCR']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40790,40790,"['3.5""X6""']",['O'],[0]
40791,40791,['8.70'],['B-total'],[7]
40792,40792,['SR'],['O'],[0]
40793,40793,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40794,40794,['DISCOUNT'],['O'],[0]
40795,40795,['TOTAL'],['O'],[0]
40796,40796,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40797,40797,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40798,40798,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40799,40799,['CASH'],['O'],[0]
40800,40800,['CHANGE'],['O'],[0]
40801,40801,['8.70'],['O'],[0]
40802,40802,['0.00'],['O'],[0]
40803,40803,['8.70'],['O'],[0]
40804,40804,['0.00'],['O'],[0]
40805,40805,['8.70'],['O'],[0]
40806,40806,['10.00'],['O'],[0]
40807,40807,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40808,40808,['1.30'],['O'],[0]
40809,40809,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40810,40810,['AMOUNT(RM)'],['O'],[0]
40811,40811,['TAX(RM)'],['O'],[0]
40812,40812,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40813,40813,['8.21'],['O'],[0]
40814,40814,['0.49'],['O'],[0]
40815,40815,"['INV', 'NO:', 'CS-SA-0096677']","['O', 'O', 'O']","[0, 0, 0]"
40816,40816,"['DATE', ':', '15/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40817,40817,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40818,40818,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40819,40819,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40820,40820,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40821,40821,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40822,40822,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40823,40823,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40824,40824,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40825,40825,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40826,40826,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40827,40827,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40828,40828,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40829,40829,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40830,40830,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40831,40831,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40832,40832,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40833,40833,"['1.', '2000-0063']","['O', 'O']","[0, 0]"
40834,40834,"['S-69', 'MULTI', 'PURPOSE', 'PAPER']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40835,40835,"[""40'S"", 'A4', '120GSM']","['O', 'O', 'O']","[0, 0, 0]"
40836,40836,"['1', 'X', '4.5000']","['O', 'I-address', 'O']","[0, 4, 0]"
40837,40837,['4.50'],['B-total'],[7]
40838,40838,['SR'],['O'],[0]
40839,40839,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40840,40840,['4.50'],['O'],[0]
40841,40841,['DISCOUNT'],['O'],[0]
40842,40842,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40843,40843,['0.00'],['O'],[0]
40844,40844,['TOTAL'],['O'],[0]
40845,40845,['4.50'],['O'],[0]
40846,40846,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40847,40847,['0.00'],['O'],[0]
40848,40848,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40849,40849,['4.50'],['O'],[0]
40850,40850,['CASH'],['O'],[0]
40851,40851,['50.00'],['O'],[0]
40852,40852,['CHANGE'],['O'],[0]
40853,40853,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40854,40854,['45.50'],['O'],[0]
40855,40855,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40856,40856,['AMOUNT(RM)'],['O'],[0]
40857,40857,['TAX(RM)'],['O'],[0]
40858,40858,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40859,40859,['4.25'],['O'],[0]
40860,40860,['0.25'],['O'],[0]
40861,40861,"['INV', 'NO:', 'CS-SA-0094236']","['O', 'O', 'O']","[0, 0, 0]"
40862,40862,"['DATE', ':', '06/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40863,40863,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40864,40864,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40865,40865,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40866,40866,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40867,40867,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40868,40868,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40869,40869,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40870,40870,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40871,40871,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40872,40872,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40873,40873,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40874,40874,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40875,40875,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40876,40876,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40877,40877,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40878,40878,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40879,40879,"['1.', '2012-0029']","['O', 'O']","[0, 0]"
40880,40880,"['RESTAURANT', 'ORDER', 'CHIT', 'NCR']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40881,40881,"['3.5""X6""']",['O'],[0]
40882,40882,"['3', 'X', '2.9000']","['O', 'I-address', 'O']","[0, 4, 0]"
40883,40883,['8.70'],['B-total'],[7]
40884,40884,['SR'],['O'],[0]
40885,40885,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40886,40886,['8.70'],['O'],[0]
40887,40887,['DISCOUNT'],['O'],[0]
40888,40888,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40889,40889,['0.00'],['O'],[0]
40890,40890,['TOTAL'],['O'],[0]
40891,40891,['8.70'],['O'],[0]
40892,40892,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40893,40893,['0.00'],['O'],[0]
40894,40894,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40895,40895,['8.70'],['O'],[0]
40896,40896,['CASH'],['O'],[0]
40897,40897,['10.00'],['O'],[0]
40898,40898,['CHANGE'],['O'],[0]
40899,40899,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40900,40900,['1.30'],['O'],[0]
40901,40901,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40902,40902,['AMOUNT(RM)'],['O'],[0]
40903,40903,['TAX(RM)'],['O'],[0]
40904,40904,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40905,40905,['8.21'],['O'],[0]
40906,40906,['0.49'],['O'],[0]
40907,40907,"['INV', 'NO:', 'CS-SA-0094876']","['O', 'O', 'O']","[0, 0, 0]"
40908,40908,"['DATE', ':', '08/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40909,40909,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40910,40910,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40911,40911,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40912,40912,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40913,40913,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40914,40914,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40915,40915,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40916,40916,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40917,40917,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40918,40918,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40919,40919,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40920,40920,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40921,40921,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40922,40922,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40923,40923,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40924,40924,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40925,40925,"['1.', '5000-0001']","['O', 'O']","[0, 0]"
40926,40926,"['PHOTOCOPY', 'SERVICES', '-', 'A4']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40927,40927,['SIZE'],['O'],[0]
40928,40928,"['50', 'X', '0.1000']","['O', 'I-address', 'O']","[0, 4, 0]"
40929,40929,['5.00'],['B-total'],[7]
40930,40930,['SR'],['O'],[0]
40931,40931,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40932,40932,['5.00'],['O'],[0]
40933,40933,['DISCOUNT'],['O'],[0]
40934,40934,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40935,40935,['0.00'],['O'],[0]
40936,40936,['TOTAL'],['O'],[0]
40937,40937,['5.00'],['O'],[0]
40938,40938,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40939,40939,['0.00'],['O'],[0]
40940,40940,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40941,40941,['5.00'],['O'],[0]
40942,40942,['CASH'],['O'],[0]
40943,40943,['5.00'],['O'],[0]
40944,40944,['CHANGE'],['O'],[0]
40945,40945,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40946,40946,['0.00'],['O'],[0]
40947,40947,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40948,40948,['AMOUNT(RM)'],['O'],[0]
40949,40949,['TAX(RM)'],['O'],[0]
40950,40950,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40951,40951,['4.72'],['O'],[0]
40952,40952,['0.28'],['O'],[0]
40953,40953,"['INV', 'NO:', 'CS-SA-0097493']","['O', 'O', 'O']","[0, 0, 0]"
40954,40954,"['DATE', ':', '19/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
40955,40955,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
40956,40956,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40957,40957,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40958,40958,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
40959,40959,"['TERIMA', 'KASIH', 'SILA', 'DATANG', 'LAGI']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40960,40960,"['**', 'PLEASE', 'KEEP', 'THIS', 'RECEIPT', 'FOR', 'PROVE', 'OF']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0, 0]"
40961,40961,"['PURCHASE', 'DATE', 'FOR', 'I.T', 'PRODUCT', 'WARRANTY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40962,40962,"['PURPOSE', '**']","['O', 'O']","[0, 0]"
40963,40963,"['FOLLOW', 'US', 'IN', 'FACEBOOK', ':', 'SANYU.STATIONERY']","['O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0]"
40964,40964,"['TEL:', '+603-3362', '4137']","['O', 'O', 'O']","[0, 0, 0]"
40965,40965,"['GST', 'ID', 'NO:', '001531760640']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40966,40966,"['OWNED', 'BY', ':']","['O', 'O', 'O']","[0, 0, 0]"
40967,40967,"['TAX', 'INVOICE']","['O', 'O']","[0, 0]"
40968,40968,"['SANYU', 'SUPPLY', 'SDN', 'BHD', '(1135772-K)']","['I-company', 'O', 'O', 'O', 'O']","[2, 0, 0, 0, 0]"
40969,40969,"['SANYU', 'STATIONERY', 'SHOP']","['B-company', 'I-company', 'I-company']","[1, 2, 2]"
40970,40970,"['CASH', 'SALES', 'COUNTER']","['O', 'O', 'O']","[0, 0, 0]"
40971,40971,"['1.', '5000-0001']","['O', 'O']","[0, 0]"
40972,40972,"['PHOTOCOPY', 'SERVICES', '-', 'A4']","['O', 'O', 'O', 'O']","[0, 0, 0, 0]"
40973,40973,['SIZE'],['O'],[0]
40974,40974,"['50', 'X', '0.1000']","['O', 'I-address', 'O']","[0, 4, 0]"
40975,40975,['5.00'],['B-total'],[7]
40976,40976,['SR'],['O'],[0]
40977,40977,"['TOTAL', 'SALES', 'INCLUSIVE', 'GST', '@6%']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
40978,40978,['5.00'],['O'],[0]
40979,40979,['DISCOUNT'],['O'],[0]
40980,40980,"['NO.', '31G&33G,', 'JALAN', 'INDAH', 'X', ',U13/X']","['B-address', 'I-address', 'I-address', 'I-address', 'I-address', 'I-address']","[3, 4, 4, 4, 4, 4]"
40981,40981,['0.00'],['O'],[0]
40982,40982,['TOTAL'],['O'],[0]
40983,40983,['5.00'],['O'],[0]
40984,40984,"['ROUND', 'ADJ']","['O', 'O']","[0, 0]"
40985,40985,['0.00'],['O'],[0]
40986,40986,"['FINAL', 'TOTAL']","['O', 'O']","[0, 0]"
40987,40987,['5.00'],['O'],[0]
40988,40988,['CASH'],['O'],[0]
40989,40989,['100.00'],['O'],[0]
40990,40990,['CHANGE'],['O'],[0]
40991,40991,"['40170', 'ALAM']","['I-address', 'I-address']","[4, 4]"
40992,40992,['95.00'],['O'],[0]
40993,40993,"['GST', 'SUMMARY']","['O', 'O']","[0, 0]"
40994,40994,['AMOUNT(RM)'],['O'],[0]
40995,40995,['TAX(RM)'],['O'],[0]
40996,40996,"['SR', '@', '6%']","['O', 'O', 'O']","[0, 0, 0]"
40997,40997,['4.72'],['O'],[0]
40998,40998,['0.28'],['O'],[0]
40999,40999,"['INV', 'NO:', 'CS-SA-0097491']","['O', 'O', 'O']","[0, 0, 0]"
41000,41000,"['DATE', ':', '19/07/2017']","['O', 'O', 'B-date']","[0, 0, 5]"
41001,41001,"['GOODS', 'SOLD', 'ARE', 'NOT', 'RETURNABLE', '&', 'REFUNDABLE']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0, 0, 0]"
41002,41002,"['MOBILE', '/WHATSAPPS', ':', '+6012-918', '7937']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
41003,41003,"['THANK', 'YOU', 'FOR', 'YOUR', 'PATRONAGE']","['O', 'O', 'O', 'O', 'O']","[0, 0, 0, 0, 0]"
41004,41004,"['PLEASE', 'COME', 'AGAIN.']","['O', 'O', 'O']","[0, 0, 0]"
